trial_idx,condition,task,trial_num,input_tokens,output_tokens,thinking_tokens,elapsed_seconds,output_file,timestamp
287,C_LoStr_HiCon,T1,18,530,2384,0,29.54,raw_C_LoStr_HiCon_T1_018.json,2026-04-09T10:50:30.060686+00:00
288,C_LoStr_HiCon,T2,26,531,2925,0,38.68,raw_C_LoStr_HiCon_T2_026.json,2026-04-09T10:51:28.741819+00:00
289,B_HiStr_LoCon,T1,10,233,3654,0,44.99,raw_B_HiStr_LoCon_T1_010.json,2026-04-09T10:52:33.730919+00:00
290,C_LoStr_HiCon,T2,17,531,3122,0,34.86,raw_C_LoStr_HiCon_T2_017.json,2026-04-09T10:53:28.588414+00:00
291,B_HiStr_LoCon,T5,7,228,3335,0,48.1,raw_B_HiStr_LoCon_T5_007.json,2026-04-09T10:54:36.692482+00:00
292,C_LoStr_HiCon,T5,1,538,2144,0,35.35,raw_C_LoStr_HiCon_T5_001.json,2026-04-09T10:55:32.040635+00:00
293,A_HiStr_HiCon,T4,21,755,3631,0,54.5,raw_A_HiStr_HiCon_T4_021.json,2026-04-09T10:56:46.541998+00:00
296,A_HiStr_HiCon,T3,19,781,3717,0,45.29,raw_A_HiStr_HiCon_T3_019.json,2026-04-09T10:57:51.831655+00:00
297,B_HiStr_LoCon,T4,9,229,3517,0,64.65,raw_B_HiStr_LoCon_T4_009.json,2026-04-09T10:59:16.482399+00:00
298,D_LoStr_LoCon,T4,3,27,1907,0,31.45,raw_D_LoStr_LoCon_T4_003.json,2026-04-09T11:00:07.930871+00:00
299,C_LoStr_HiCon,T5,22,538,2751,0,32.56,raw_C_LoStr_HiCon_T5_022.json,2026-04-09T11:01:00.490494+00:00
300,D_LoStr_LoCon,T3,3,27,2431,0,32.17,raw_D_LoStr_LoCon_T3_003.json,2026-04-09T11:01:52.659719+00:00
302,C_LoStr_HiCon,T4,14,553,2052,0,26.93,raw_C_LoStr_HiCon_T4_014.json,2026-04-09T11:02:39.595095+00:00
303,B_HiStr_LoCon,T2,19,231,5431,0,61.19,raw_B_HiStr_LoCon_T2_019.json,2026-04-09T11:04:00.789838+00:00
305,B_HiStr_LoCon,T2,14,231,3086,0,38.98,raw_B_HiStr_LoCon_T2_014.json,2026-04-09T11:05:02.352052+00:00
307,D_LoStr_LoCon,T4,13,27,2144,0,36.69,raw_D_LoStr_LoCon_T4_013.json,2026-04-09T11:05:59.042391+00:00
308,B_HiStr_LoCon,T2,25,231,3718,0,58.98,raw_B_HiStr_LoCon_T2_025.json,2026-04-09T11:08:23.141401+00:00
311,C_LoStr_HiCon,T3,0,579,1626,0,29.16,raw_C_LoStr_HiCon_T3_000.json,2026-04-09T11:09:12.309450+00:00
312,C_LoStr_HiCon,T2,21,531,2627,0,36.68,raw_C_LoStr_HiCon_T2_021.json,2026-04-09T11:10:08.993414+00:00
313,A_HiStr_HiCon,T3,25,781,3028,0,37.33,raw_A_HiStr_HiCon_T3_025.json,2026-04-09T11:11:06.330213+00:00
314,D_LoStr_LoCon,T3,28,27,2247,0,38.89,raw_D_LoStr_LoCon_T3_028.json,2026-04-09T11:12:05.732121+00:00
315,A_HiStr_HiCon,T2,17,733,5803,0,63.49,raw_A_HiStr_HiCon_T2_017.json,2026-04-09T11:13:29.230321+00:00
317,C_LoStr_HiCon,T2,28,531,3664,0,41.32,raw_C_LoStr_HiCon_T2_028.json,2026-04-09T11:14:30.551505+00:00
318,D_LoStr_LoCon,T5,28,26,2371,0,46.66,raw_D_LoStr_LoCon_T5_028.json,2026-04-09T11:15:37.411268+00:00
320,C_LoStr_HiCon,T4,16,553,2675,0,36.37,raw_C_LoStr_HiCon_T4_016.json,2026-04-09T11:16:33.779827+00:00
321,B_HiStr_LoCon,T3,16,229,3875,0,42.37,raw_B_HiStr_LoCon_T3_016.json,2026-04-09T11:17:36.147455+00:00
324,B_HiStr_LoCon,T3,26,229,3571,0,38.64,raw_B_HiStr_LoCon_T3_026.json,2026-04-09T11:18:36.713540+00:00
325,C_LoStr_HiCon,T3,12,579,1930,0,26.06,raw_C_LoStr_HiCon_T3_012.json,2026-04-09T11:19:22.787905+00:00
326,A_HiStr_HiCon,T4,3,755,4102,0,51.42,raw_A_HiStr_HiCon_T4_003.json,2026-04-09T11:21:50.491152+00:00
328,D_LoStr_LoCon,T4,11,27,1893,0,28.69,raw_D_LoStr_LoCon_T4_011.json,2026-04-09T11:22:39.178793+00:00
329,B_HiStr_LoCon,T3,19,229,4006,0,52.17,raw_B_HiStr_LoCon_T3_019.json,2026-04-09T11:23:51.345823+00:00
330,D_LoStr_LoCon,T1,17,31,1557,0,29.13,raw_D_LoStr_LoCon_T1_017.json,2026-04-09T11:24:42.610138+00:00
331,C_LoStr_HiCon,T2,20,531,3046,0,37.0,raw_C_LoStr_HiCon_T2_020.json,2026-04-09T11:25:41.529163+00:00
332,A_HiStr_HiCon,T4,8,755,0,0,27.45,raw_A_HiStr_HiCon_T4_008.json,2026-04-09T11:26:28.976600+00:00
333,D_LoStr_LoCon,T4,17,27,3410,0,31.98,raw_D_LoStr_LoCon_T4_017.json,2026-04-09T11:27:46.461892+00:00
334,A_HiStr_HiCon,T2,25,733,3215,0,52.61,raw_A_HiStr_HiCon_T2_025.json,2026-04-09T11:29:01.370753+00:00
335,D_LoStr_LoCon,T2,29,29,3745,0,42.25,raw_D_LoStr_LoCon_T2_029.json,2026-04-09T11:30:34.048532+00:00
338,A_HiStr_HiCon,T2,20,733,3807,0,67.39,raw_A_HiStr_HiCon_T2_020.json,2026-04-09T11:32:01.440607+00:00
341,D_LoStr_LoCon,T5,13,26,1927,0,25.77,raw_D_LoStr_LoCon_T5_013.json,2026-04-09T11:32:47.212310+00:00
342,D_LoStr_LoCon,T1,28,31,1929,0,28.41,raw_D_LoStr_LoCon_T1_028.json,2026-04-09T11:33:37.910684+00:00
343,B_HiStr_LoCon,T3,0,229,2868,0,32.46,raw_B_HiStr_LoCon_T3_000.json,2026-04-09T11:34:30.372626+00:00
344,C_LoStr_HiCon,T4,11,553,2341,0,28.17,raw_C_LoStr_HiCon_T4_011.json,2026-04-09T11:35:18.565919+00:00
346,D_LoStr_LoCon,T4,29,27,2920,0,32.01,raw_D_LoStr_LoCon_T4_029.json,2026-04-09T11:36:10.586671+00:00
347,C_LoStr_HiCon,T4,18,553,2751,0,36.76,raw_C_LoStr_HiCon_T4_018.json,2026-04-09T11:37:08.115973+00:00
348,A_HiStr_HiCon,T2,19,733,3944,0,53.37,raw_A_HiStr_HiCon_T2_019.json,2026-04-09T11:38:21.484457+00:00
349,A_HiStr_HiCon,T2,18,733,6173,0,68.66,raw_A_HiStr_HiCon_T2_018.json,2026-04-09T11:39:50.143680+00:00
350,A_HiStr_HiCon,T4,7,755,2909,0,38.28,raw_A_HiStr_HiCon_T4_007.json,2026-04-09T11:40:50.002463+00:00
351,B_HiStr_LoCon,T2,28,231,3422,0,47.06,raw_B_HiStr_LoCon_T2_028.json,2026-04-09T11:41:57.067534+00:00
352,C_LoStr_HiCon,T2,24,531,2547,0,31.58,raw_C_LoStr_HiCon_T2_024.json,2026-04-09T11:42:48.643894+00:00
353,A_HiStr_HiCon,T5,4,740,3637,0,42.83,raw_A_HiStr_HiCon_T5_004.json,2026-04-09T11:43:55.552962+00:00
354,B_HiStr_LoCon,T4,2,229,3597,0,46.93,raw_B_HiStr_LoCon_T4_002.json,2026-04-09T11:45:02.479458+00:00
355,B_HiStr_LoCon,T5,25,228,4552,0,71.13,raw_B_HiStr_LoCon_T5_025.json,2026-04-09T11:46:33.606931+00:00
357,D_LoStr_LoCon,T3,10,27,2251,0,31.08,raw_D_LoStr_LoCon_T3_010.json,2026-04-09T11:47:24.692889+00:00
358,C_LoStr_HiCon,T4,9,553,3193,0,35.43,raw_C_LoStr_HiCon_T4_009.json,2026-04-09T11:48:20.123374+00:00
359,A_HiStr_HiCon,T4,19,755,2680,0,32.05,raw_A_HiStr_HiCon_T4_019.json,2026-04-09T11:49:14.703929+00:00
360,C_LoStr_HiCon,T4,25,553,1920,0,25.66,raw_C_LoStr_HiCon_T4_025.json,2026-04-09T11:50:00.362518+00:00
361,C_LoStr_HiCon,T2,12,531,2575,0,36.07,raw_C_LoStr_HiCon_T2_012.json,2026-04-09T11:50:56.429286+00:00
362,D_LoStr_LoCon,T3,6,27,2156,0,25.08,raw_D_LoStr_LoCon_T3_006.json,2026-04-09T11:51:41.508196+00:00
363,A_HiStr_HiCon,T5,1,740,3248,0,41.25,raw_A_HiStr_HiCon_T5_001.json,2026-04-09T11:52:42.757017+00:00
364,B_HiStr_LoCon,T4,23,229,3625,0,49.71,raw_B_HiStr_LoCon_T4_023.json,2026-04-09T11:53:54.349804+00:00
365,C_LoStr_HiCon,T4,7,553,2576,0,35.57,raw_C_LoStr_HiCon_T4_007.json,2026-04-09T11:54:49.919880+00:00
366,B_HiStr_LoCon,T1,19,233,4596,0,54.8,raw_B_HiStr_LoCon_T1_019.json,2026-04-09T11:56:04.724591+00:00
367,A_HiStr_HiCon,T1,16,732,4194,0,50.8,raw_A_HiStr_HiCon_T1_016.json,2026-04-09T11:57:15.549939+00:00
369,C_LoStr_HiCon,T3,17,579,2333,0,27.71,raw_C_LoStr_HiCon_T3_017.json,2026-04-09T11:58:03.270752+00:00
370,D_LoStr_LoCon,T5,18,26,1824,0,27.46,raw_D_LoStr_LoCon_T5_018.json,2026-04-09T11:58:50.734508+00:00
371,D_LoStr_LoCon,T3,13,27,1614,0,25.23,raw_D_LoStr_LoCon_T3_013.json,2026-04-09T11:59:35.960968+00:00
372,C_LoStr_HiCon,T3,2,579,1808,0,29.2,raw_C_LoStr_HiCon_T3_002.json,2026-04-09T12:00:25.162269+00:00
375,D_LoStr_LoCon,T2,18,29,4110,0,42.95,raw_D_LoStr_LoCon_T2_018.json,2026-04-09T12:01:28.118178+00:00
376,D_LoStr_LoCon,T3,29,27,2585,0,34.71,raw_D_LoStr_LoCon_T3_029.json,2026-04-09T12:02:22.832960+00:00
377,A_HiStr_HiCon,T4,27,755,4378,0,45.18,raw_A_HiStr_HiCon_T4_027.json,2026-04-09T12:03:28.469657+00:00
378,D_LoStr_LoCon,T1,25,31,2353,0,38.11,raw_D_LoStr_LoCon_T1_025.json,2026-04-09T12:04:26.585217+00:00
380,A_HiStr_HiCon,T1,10,732,3576,0,46.39,raw_A_HiStr_HiCon_T1_010.json,2026-04-09T12:05:32.975155+00:00
381,B_HiStr_LoCon,T1,23,233,3256,0,37.66,raw_B_HiStr_LoCon_T1_023.json,2026-04-09T12:06:30.640602+00:00
383,A_HiStr_HiCon,T4,25,755,3857,0,51.84,raw_A_HiStr_HiCon_T4_025.json,2026-04-09T12:07:42.478863+00:00
384,D_LoStr_LoCon,T3,0,27,2315,0,27.33,raw_D_LoStr_LoCon_T3_000.json,2026-04-09T12:08:29.814881+00:00
385,A_HiStr_HiCon,T3,1,781,3148,0,36.44,raw_A_HiStr_HiCon_T3_001.json,2026-04-09T12:09:26.254557+00:00
386,B_HiStr_LoCon,T3,21,229,3842,0,44.09,raw_B_HiStr_LoCon_T3_021.json,2026-04-09T12:10:30.340618+00:00
387,B_HiStr_LoCon,T4,24,229,4176,0,68.53,raw_B_HiStr_LoCon_T4_024.json,2026-04-09T12:11:58.871749+00:00
389,C_LoStr_HiCon,T5,17,538,1682,0,21.83,raw_C_LoStr_HiCon_T5_017.json,2026-04-09T12:12:40.884747+00:00
390,D_LoStr_LoCon,T3,17,27,1814,0,25.01,raw_D_LoStr_LoCon_T3_017.json,2026-04-09T12:13:27.866099+00:00
391,C_LoStr_HiCon,T2,13,531,2708,0,28.89,raw_C_LoStr_HiCon_T2_013.json,2026-04-09T12:15:48.936411+00:00
392,D_LoStr_LoCon,T2,20,29,3946,0,49.29,raw_D_LoStr_LoCon_T2_020.json,2026-04-09T12:16:58.222700+00:00
394,C_LoStr_HiCon,T3,5,579,2205,0,31.28,raw_C_LoStr_HiCon_T3_005.json,2026-04-09T12:17:49.500984+00:00
395,A_HiStr_HiCon,T4,12,755,3058,0,34.42,raw_A_HiStr_HiCon_T4_012.json,2026-04-09T12:18:46.598305+00:00
396,C_LoStr_HiCon,T2,23,531,3000,0,36.25,raw_C_LoStr_HiCon_T2_023.json,2026-04-09T12:22:44.397996+00:00
400,A_HiStr_HiCon,T4,18,755,2930,0,37.87,raw_A_HiStr_HiCon_T4_018.json,2026-04-09T12:23:42.774379+00:00
402,C_LoStr_HiCon,T1,10,530,2388,0,31.26,raw_C_LoStr_HiCon_T1_010.json,2026-04-09T12:24:34.034331+00:00
403,D_LoStr_LoCon,T1,27,31,2214,0,36.47,raw_D_LoStr_LoCon_T1_027.json,2026-04-09T12:25:30.508437+00:00
404,A_HiStr_HiCon,T5,15,740,3751,0,56.94,raw_A_HiStr_HiCon_T5_015.json,2026-04-09T12:26:47.450704+00:00
405,A_HiStr_HiCon,T3,24,781,3075,0,34.48,raw_A_HiStr_HiCon_T3_024.json,2026-04-09T12:27:45.071353+00:00
406,D_LoStr_LoCon,T5,27,26,2141,0,27.55,raw_D_LoStr_LoCon_T5_027.json,2026-04-09T12:30:39.146517+00:00
410,A_HiStr_HiCon,T3,4,781,0,0,27.62,raw_A_HiStr_HiCon_T3_004.json,2026-04-09T12:31:34.249551+00:00
411,C_LoStr_HiCon,T4,2,553,2760,0,38.2,raw_C_LoStr_HiCon_T4_002.json,2026-04-09T12:32:32.447611+00:00
412,B_HiStr_LoCon,T5,2,228,3717,0,47.98,raw_B_HiStr_LoCon_T5_002.json,2026-04-09T12:33:40.428332+00:00
413,D_LoStr_LoCon,T4,4,27,2307,0,36.01,raw_D_LoStr_LoCon_T4_004.json,2026-04-09T12:34:39.326539+00:00
415,B_HiStr_LoCon,T4,8,229,3465,0,62.01,raw_B_HiStr_LoCon_T4_008.json,2026-04-09T12:36:01.334449+00:00
416,C_LoStr_HiCon,T3,14,579,2123,0,30.44,raw_C_LoStr_HiCon_T3_014.json,2026-04-09T12:36:51.946308+00:00
417,A_HiStr_HiCon,T2,13,733,4372,0,55.37,raw_A_HiStr_HiCon_T2_013.json,2026-04-09T12:38:07.957586+00:00
418,A_HiStr_HiCon,T2,10,733,4588,0,63.72,raw_A_HiStr_HiCon_T2_010.json,2026-04-09T12:39:31.678293+00:00
419,B_HiStr_LoCon,T5,20,228,3580,0,53.22,raw_B_HiStr_LoCon_T5_020.json,2026-04-09T12:40:44.903719+00:00
420,A_HiStr_HiCon,T5,3,740,2765,0,44.52,raw_A_HiStr_HiCon_T5_003.json,2026-04-09T12:41:49.427061+00:00
421,A_HiStr_HiCon,T1,29,732,4447,0,57.79,raw_A_HiStr_HiCon_T1_029.json,2026-04-09T12:43:07.220455+00:00
422,A_HiStr_HiCon,T5,2,740,3146,0,41.91,raw_A_HiStr_HiCon_T5_002.json,2026-04-09T12:44:09.134031+00:00
424,C_LoStr_HiCon,T4,23,553,2149,0,29.74,raw_C_LoStr_HiCon_T4_023.json,2026-04-09T12:44:58.890587+00:00
425,D_LoStr_LoCon,T2,19,29,5288,0,61.53,raw_D_LoStr_LoCon_T2_019.json,2026-04-09T12:46:20.422870+00:00
428,D_LoStr_LoCon,T3,23,27,2091,0,32.99,raw_D_LoStr_LoCon_T3_023.json,2026-04-09T12:47:13.417600+00:00
429,B_HiStr_LoCon,T1,15,233,3382,0,56.0,raw_B_HiStr_LoCon_T1_015.json,2026-04-09T12:48:29.413671+00:00
432,D_LoStr_LoCon,T3,2,27,2821,0,45.07,raw_D_LoStr_LoCon_T3_002.json,2026-04-09T12:49:34.486391+00:00
433,C_LoStr_HiCon,T4,8,553,1996,0,28.28,raw_C_LoStr_HiCon_T4_008.json,2026-04-09T12:50:22.764596+00:00
434,D_LoStr_LoCon,T3,19,27,2307,0,31.69,raw_D_LoStr_LoCon_T3_019.json,2026-04-09T12:51:14.457177+00:00
435,A_HiStr_HiCon,T3,22,781,2777,0,32.87,raw_A_HiStr_HiCon_T3_022.json,2026-04-09T12:52:07.325664+00:00
437,B_HiStr_LoCon,T2,11,231,3186,0,54.22,raw_B_HiStr_LoCon_T2_011.json,2026-04-09T12:53:21.547446+00:00
439,A_HiStr_HiCon,T4,11,755,5148,0,79.11,raw_A_HiStr_HiCon_T4_011.json,2026-04-09T12:55:00.662134+00:00
440,C_LoStr_HiCon,T1,11,530,2022,0,28.62,raw_C_LoStr_HiCon_T1_011.json,2026-04-09T12:55:49.280618+00:00
442,C_LoStr_HiCon,T1,27,530,1745,0,25.49,raw_C_LoStr_HiCon_T1_027.json,2026-04-09T12:56:34.768919+00:00
443,C_LoStr_HiCon,T5,10,538,2594,0,33.51,raw_C_LoStr_HiCon_T5_010.json,2026-04-09T12:57:28.281137+00:00
445,C_LoStr_HiCon,T1,20,530,1440,0,19.66,raw_C_LoStr_HiCon_T1_020.json,2026-04-09T12:58:10.608643+00:00
446,C_LoStr_HiCon,T5,25,538,2003,0,32.05,raw_C_LoStr_HiCon_T5_025.json,2026-04-09T12:59:02.659027+00:00
447,A_HiStr_HiCon,T2,24,733,4729,0,65.75,raw_A_HiStr_HiCon_T2_024.json,2026-04-09T13:00:28.413673+00:00
448,B_HiStr_LoCon,T4,19,229,3549,0,48.4,raw_B_HiStr_LoCon_T4_019.json,2026-04-09T13:01:36.815998+00:00
449,A_HiStr_HiCon,T4,1,755,3389,0,48.92,raw_A_HiStr_HiCon_T4_001.json,2026-04-09T13:02:45.733945+00:00
450,C_LoStr_HiCon,T4,0,553,2043,0,29.41,raw_C_LoStr_HiCon_T4_000.json,2026-04-09T13:03:35.145890+00:00
451,B_HiStr_LoCon,T4,16,229,3312,0,54.83,raw_B_HiStr_LoCon_T4_016.json,2026-04-09T13:04:49.978974+00:00
452,D_LoStr_LoCon,T2,26,29,3312,0,38.94,raw_D_LoStr_LoCon_T2_026.json,2026-04-09T13:05:48.920587+00:00
453,C_LoStr_HiCon,T3,8,579,1719,0,24.86,raw_C_LoStr_HiCon_T3_008.json,2026-04-09T13:06:33.778302+00:00
454,C_LoStr_HiCon,T5,28,538,2382,0,30.67,raw_C_LoStr_HiCon_T5_028.json,2026-04-09T13:07:24.446472+00:00
455,D_LoStr_LoCon,T1,21,31,1481,0,23.86,raw_D_LoStr_LoCon_T1_021.json,2026-04-09T13:08:08.303083+00:00
457,B_HiStr_LoCon,T3,22,229,2630,0,37.96,raw_B_HiStr_LoCon_T3_022.json,2026-04-09T13:09:06.264931+00:00
458,D_LoStr_LoCon,T4,15,27,2500,0,35.52,raw_D_LoStr_LoCon_T4_015.json,2026-04-09T13:10:04.036355+00:00
459,B_HiStr_LoCon,T3,12,229,3818,0,54.44,raw_B_HiStr_LoCon_T3_012.json,2026-04-09T13:11:18.481197+00:00
461,D_LoStr_LoCon,T3,16,27,2302,0,33.71,raw_D_LoStr_LoCon_T3_016.json,2026-04-09T13:12:12.190400+00:00
462,B_HiStr_LoCon,T1,24,233,3083,0,59.91,raw_B_HiStr_LoCon_T1_024.json,2026-04-09T13:13:32.096542+00:00
463,C_LoStr_HiCon,T1,28,530,2268,0,27.21,raw_C_LoStr_HiCon_T1_028.json,2026-04-09T13:14:22.082915+00:00
464,C_LoStr_HiCon,T4,3,553,1655,0,24.33,raw_C_LoStr_HiCon_T4_003.json,2026-04-09T13:15:06.413580+00:00
465,A_HiStr_HiCon,T5,16,740,2921,0,44.58,raw_A_HiStr_HiCon_T5_016.json,2026-04-09T13:16:10.991152+00:00
466,C_LoStr_HiCon,T3,24,579,2390,0,32.52,raw_C_LoStr_HiCon_T3_024.json,2026-04-09T13:17:28.385292+00:00
469,C_LoStr_HiCon,T2,19,531,3154,0,39.63,raw_C_LoStr_HiCon_T2_019.json,2026-04-09T13:18:28.012740+00:00
470,A_HiStr_HiCon,T2,28,733,4410,0,54.27,raw_A_HiStr_HiCon_T2_028.json,2026-04-09T13:19:42.284465+00:00
471,C_LoStr_HiCon,T3,9,579,1836,0,24.68,raw_C_LoStr_HiCon_T3_009.json,2026-04-09T13:20:26.964971+00:00
474,D_LoStr_LoCon,T2,11,29,5057,0,56.03,raw_D_LoStr_LoCon_T2_011.json,2026-04-09T13:21:44.787803+00:00
475,B_HiStr_LoCon,T5,13,228,3840,0,49.98,raw_B_HiStr_LoCon_T5_013.json,2026-04-09T13:22:54.765158+00:00
476,A_HiStr_HiCon,T5,8,740,3359,0,51.37,raw_A_HiStr_HiCon_T5_008.json,2026-04-09T13:24:06.156333+00:00
477,D_LoStr_LoCon,T4,21,27,2858,0,43.48,raw_D_LoStr_LoCon_T4_021.json,2026-04-09T13:25:09.636758+00:00
478,B_HiStr_LoCon,T3,29,229,3340,0,44.15,raw_B_HiStr_LoCon_T3_029.json,2026-04-09T13:26:13.790784+00:00
480,B_HiStr_LoCon,T2,15,231,3817,0,52.0,raw_B_HiStr_LoCon_T2_015.json,2026-04-09T13:27:28.171918+00:00
481,B_HiStr_LoCon,T2,17,231,4156,0,70.5,raw_B_HiStr_LoCon_T2_017.json,2026-04-09T13:28:58.671120+00:00
482,D_LoStr_LoCon,T3,14,27,2723,0,33.98,raw_D_LoStr_LoCon_T3_014.json,2026-04-09T13:29:52.652334+00:00
484,D_LoStr_LoCon,T3,9,27,1895,0,25.29,raw_D_LoStr_LoCon_T3_009.json,2026-04-09T13:30:38.479312+00:00
485,D_LoStr_LoCon,T5,2,26,2057,0,35.11,raw_D_LoStr_LoCon_T5_002.json,2026-04-09T13:31:33.585466+00:00
486,D_LoStr_LoCon,T3,5,27,3026,0,36.26,raw_D_LoStr_LoCon_T3_005.json,2026-04-09T13:32:29.844344+00:00
487,D_LoStr_LoCon,T4,7,27,2795,0,44.62,raw_D_LoStr_LoCon_T4_007.json,2026-04-09T13:33:36.838564+00:00
489,A_HiStr_HiCon,T3,18,781,3668,0,46.96,raw_A_HiStr_HiCon_T3_018.json,2026-04-09T13:34:43.814374+00:00
490,A_HiStr_HiCon,T2,26,733,4100,0,59.4,raw_A_HiStr_HiCon_T2_026.json,2026-04-09T13:36:03.222942+00:00
491,C_LoStr_HiCon,T5,20,538,1886,0,27.35,raw_C_LoStr_HiCon_T5_020.json,2026-04-09T13:36:50.584654+00:00
492,A_HiStr_HiCon,T1,24,732,3095,0,41.54,raw_A_HiStr_HiCon_T1_024.json,2026-04-09T13:37:52.136958+00:00
493,C_LoStr_HiCon,T3,26,579,1781,0,25.55,raw_C_LoStr_HiCon_T3_026.json,2026-04-09T13:38:37.701257+00:00
494,D_LoStr_LoCon,T4,10,27,2255,0,36.98,raw_D_LoStr_LoCon_T4_010.json,2026-04-09T13:39:34.682373+00:00
495,B_HiStr_LoCon,T4,12,229,4011,0,47.83,raw_B_HiStr_LoCon_T4_012.json,2026-04-09T13:40:42.512979+00:00
496,B_HiStr_LoCon,T4,20,229,3232,0,60.46,raw_B_HiStr_LoCon_T4_020.json,2026-04-09T13:42:04.539251+00:00
497,A_HiStr_HiCon,T3,10,781,3596,0,44.58,raw_A_HiStr_HiCon_T3_010.json,2026-04-09T13:43:09.124493+00:00
498,A_HiStr_HiCon,T4,22,755,3535,0,47.96,raw_A_HiStr_HiCon_T4_022.json,2026-04-09T13:44:17.099495+00:00
500,B_HiStr_LoCon,T2,24,231,4615,0,57.59,raw_B_HiStr_LoCon_T2_024.json,2026-04-09T13:45:34.692651+00:00
501,B_HiStr_LoCon,T5,28,228,3679,0,50.41,raw_B_HiStr_LoCon_T5_028.json,2026-04-09T13:46:45.099896+00:00
502,D_LoStr_LoCon,T5,7,26,2286,0,32.05,raw_D_LoStr_LoCon_T5_007.json,2026-04-09T13:47:37.148416+00:00
503,B_HiStr_LoCon,T3,9,229,3828,0,40.14,raw_B_HiStr_LoCon_T3_009.json,2026-04-09T13:48:37.286932+00:00
504,B_HiStr_LoCon,T5,29,228,3341,0,39.54,raw_B_HiStr_LoCon_T5_029.json,2026-04-09T13:49:36.828689+00:00
505,C_LoStr_HiCon,T3,22,579,2056,0,29.16,raw_C_LoStr_HiCon_T3_022.json,2026-04-09T13:50:25.993337+00:00
506,A_HiStr_HiCon,T5,14,740,4281,0,47.02,raw_A_HiStr_HiCon_T5_014.json,2026-04-09T13:51:33.021997+00:00
507,B_HiStr_LoCon,T5,5,228,3855,0,45.4,raw_B_HiStr_LoCon_T5_005.json,2026-04-09T13:52:38.427047+00:00
508,B_HiStr_LoCon,T5,17,228,3242,0,44.14,raw_B_HiStr_LoCon_T5_017.json,2026-04-09T13:53:42.566983+00:00
509,C_LoStr_HiCon,T3,21,579,1581,0,38.55,raw_C_LoStr_HiCon_T3_021.json,2026-04-09T13:54:41.114046+00:00
510,A_HiStr_HiCon,T5,6,740,3428,0,46.44,raw_A_HiStr_HiCon_T5_006.json,2026-04-09T13:55:47.550530+00:00
511,D_LoStr_LoCon,T5,24,26,2314,0,24.86,raw_D_LoStr_LoCon_T5_024.json,2026-04-09T13:56:32.411999+00:00
512,B_HiStr_LoCon,T5,1,228,2981,0,37.48,raw_B_HiStr_LoCon_T5_001.json,2026-04-09T13:57:29.895107+00:00
513,A_HiStr_HiCon,T5,26,740,3322,0,40.22,raw_A_HiStr_HiCon_T5_026.json,2026-04-09T13:58:30.126039+00:00
514,D_LoStr_LoCon,T1,19,31,1528,0,33.74,raw_D_LoStr_LoCon_T1_019.json,2026-04-09T13:59:23.871859+00:00
515,C_LoStr_HiCon,T4,15,553,2381,0,30.63,raw_C_LoStr_HiCon_T4_015.json,2026-04-09T14:00:16.692056+00:00
516,D_LoStr_LoCon,T3,1,27,2552,0,30.96,raw_D_LoStr_LoCon_T3_001.json,2026-04-09T14:01:07.651396+00:00
517,B_HiStr_LoCon,T3,7,229,3376,0,43.2,raw_B_HiStr_LoCon_T3_007.json,2026-04-09T14:02:10.856793+00:00
518,C_LoStr_HiCon,T1,22,530,1837,0,27.55,raw_C_LoStr_HiCon_T1_022.json,2026-04-09T14:02:58.408846+00:00
519,B_HiStr_LoCon,T3,6,229,3844,0,53.38,raw_B_HiStr_LoCon_T3_006.json,2026-04-09T14:04:14.281930+00:00
520,A_HiStr_HiCon,T3,7,781,3123,0,42.61,raw_A_HiStr_HiCon_T3_007.json,2026-04-09T14:05:16.897351+00:00
521,B_HiStr_LoCon,T5,4,228,3904,0,49.82,raw_B_HiStr_LoCon_T5_004.json,2026-04-09T14:06:26.716429+00:00
523,C_LoStr_HiCon,T1,23,530,1765,0,27.05,raw_C_LoStr_HiCon_T1_023.json,2026-04-09T14:07:13.776100+00:00
524,D_LoStr_LoCon,T5,19,26,1870,0,33.4,raw_D_LoStr_LoCon_T5_019.json,2026-04-09T14:08:07.191791+00:00
525,B_HiStr_LoCon,T3,24,229,3609,0,50.42,raw_B_HiStr_LoCon_T3_024.json,2026-04-09T14:09:17.624369+00:00
526,A_HiStr_HiCon,T2,27,733,3631,0,45.58,raw_A_HiStr_HiCon_T2_027.json,2026-04-09T14:10:23.201620+00:00
528,B_HiStr_LoCon,T3,14,229,3757,0,50.91,raw_B_HiStr_LoCon_T3_014.json,2026-04-09T14:11:34.108502+00:00
529,B_HiStr_LoCon,T5,6,228,2940,0,49.87,raw_B_HiStr_LoCon_T5_006.json,2026-04-09T14:12:43.976313+00:00
530,C_LoStr_HiCon,T3,28,579,2053,0,33.71,raw_C_LoStr_HiCon_T3_028.json,2026-04-09T14:13:37.683864+00:00
531,D_LoStr_LoCon,T1,23,31,2302,0,34.42,raw_D_LoStr_LoCon_T1_023.json,2026-04-09T14:14:32.106765+00:00
532,B_HiStr_LoCon,T1,17,233,2988,0,42.2,raw_B_HiStr_LoCon_T1_017.json,2026-04-09T14:15:34.309008+00:00
533,D_LoStr_LoCon,T5,26,26,2035,0,28.33,raw_D_LoStr_LoCon_T5_026.json,2026-04-09T14:16:22.641411+00:00
